hh,load
64563,22116
64564,21946
64565,21877
64566,21645
64567,21714
64568,21921
64569,21813
64570,22607
64571,24859
64572,27277
64573,30173
64574,31380
64575,31775
64576,31162
64577,30970
64578,30334
64579,30033
64580,29902
64581,29848
64582,30135
64583,30090
64584,29849
64585,29596
64586,28981
64587,28839
64588,28676
64589,28305
64590,28966
64591,29863
64592,31025
64593,31946
64594,32384
64595,32651
64596,32821
64597,32721
64598,33121
64599,33371
64600,32717
64601,31786
64602,30294
64603,28565
64604,26798
64605,24815
64606,23461
64607,22339
64608,21544
64609,21070
64610,21013
64611,20615
64612,20254
64613,20310
64614,20356
64615,20506
64616,20656
64617,20555
64618,20954
64619,21919
64620,22455
64621,23878
64622,25375
64623,26959
64624,28102
64625,28998
64626,29167
64627,29232
64628,29281
64629,29050
64630,28942
64631,28548
64632,28170
64633,27973
64634,27412
64635,26894
64636,26735
64637,26937
64638,26978
64639,27596
64640,28414
64641,29419
64642,30102
64643,30379
64644,30374
64645,30527
64646,30911
64647,30884
64648,30241
64649,29332
64650,28192
64651,26991
64652,25644
64653,24281
64654,22920
64655,21919
64656,20937
64657,20482
64658,20193
64659,20054
64660,20277
64661,20362
64662,20290
64663,20103
64664,20015
64665,20046
64666,20219
64667,20625
64668,20956
64669,21589
64670,22260
64671,22386
64672,23220
64673,23985
64674,24458
64675,24742
64676,24522
64677,24244
64678,24241
64679,24164
64680,23902
64681,23638
64682,23197
64683,23057
64684,22866
64685,23162
64686,23953
64687,24989
64688,26266
64689,27511
64690,28601
64691,29200
64692,29668
64693,30258
64694,30918
64695,31482
64696,30459
64697,29279
64698,27596
64699,26141
64700,24359
64701,22669
64702,21167
64703,20559
64704,20038
64705,20197
64706,20520
64707,20340
64708,20057
64709,19969
64710,19985
64711,20154
64712,20163
64713,19936
64714,20915
64715,23638
64716,26292
64717,29527
64718,31482
64719,32471
64720,32303
64721,32396
64722,31944
64723,31766
64724,31676
64725,31553
64726,31216
64727,31004
64728,30700
64729,30317
64730,29989
64731,29763
64732,29926
64733,30105
64734,30869
64735,31865
64736,32990
64737,33812
64738,34348
64739,34390
64740,34466
64741,34512
64742,35303
64743,34886
64744,33377
64745,31766
64746,29726
64747,27825
64748,25685
64749,23464
64750,22493
64751,22697
64752,21986
64753,22254
64754,22139
64755,22267
64756,22009
64757,21738
64758,21728
64759,21751
64760,21984
64761,21720
64762,22053
64763,23930
64764,26334
64765,29235
64766,31274
64767,32492
64768,32520
64769,32995
64770,33098
64771,32840
64772,32590
64773,32587
64774,32747
64775,32610
64776,32368
64777,32250
64778,32030
64779,31916
64780,31767
64781,31482
64782,32199
64783,32816
64784,33664
64785,34257
64786,34561
64787,34845
64788,34797
64789,34890
64790,35443
64791,35255
64792,34105
64793,32991
64794,31201
64795,29215
64796,27104
64797,24921
64798,23332
64799,22202
64800,21512
64801,21584
64802,21495
64803,21299
64804,21080
64805,21069
64806,21279
64807,21248
64808,21386
64809,21711
64810,23147
64811,25775
64812,28345
64813,31460
64814,33108
64815,34006
64816,34138
64817,34514
64818,34435
64819,33980
64820,33754
64821,33575
64822,33566
64823,33320
64824,32867
64825,32627
64826,32403
64827,32273
64828,32154
64829,31767
64830,32193
64831,32950
64832,33996
64833,34550
64834,34901
64835,35182
64836,35285
64837,35311
64838,36049
64839,36407
64840,35593
64841,34425
64842,32316
64843,30132
64844,27840
64845,25700
64846,24103
64847,23014
64848,22198
64849,22020
64850,21821
64851,22086
64852,21874
64853,21822
64854,21742
64855,21735
64856,21879
64857,21763
64858,22970
64859,25911
64860,28482
64861,31431
64862,32727
64863,32672
64864,32131
64865,31977
64866,31368
64867,31087
64868,30555
64869,30322
64870,29910
64871,29955
64872,29913
64873,29972
64874,29812
64875,29922
64876,29884
64877,30342
64878,31486
64879,31782
64880,32816
64881,34032
64882,34555
64883,34978
64884,35330
64885,35507
64886,36503
64887,36076
64888,34832
64889,33513
64890,31699
64891,29574
64892,27333
64893,25401
64894,23685
64895,22529
64896,21871
64897,22177
64898,22394
64899,22047
64900,21924
64901,21832
64902,21742
64903,21756
64904,21830
64905,21752
64906,22444
64907,25126
64908,27613
64909,30131
64910,31879
64911,32666
64912,32472
64913,32531
64914,32122
64915,31465
64916,30976
64917,30505
64918,30410
64919,30487
64920,30448
64921,30273
64922,29975
64923,29687
64924,29312
64925,29279
64926,29953
64927,30769
64928,31663
64929,32666
64930,33327
64931,33546
64932,33668
64933,33760
64934,34303
64935,34054
64936,33130
64937,31986
64938,30558
64939,28828
64940,26936
64941,25147
64942,23705
64943,22846
64944,22386
64945,22186
64946,22060
64947,21683
64948,21241
64949,21071
64950,20851
64951,20760
64952,20617
64953,20442
64954,20859
64955,22238
64956,23112
64957,24641
64958,25843
64959,27221
64960,27915
64961,28060
64962,27872
64963,27633
64964,27344
64965,26979
64966,26859
64967,26823
64968,26630
64969,26136
64970,25792
64971,25573
64972,25546
64973,25704
64974,26050
64975,26965
64976,28015
64977,29365
64978,30272
64979,30776
64980,31164
64981,31645
64982,32065
64983,31454
64984,30185
64985,28999
64986,27683
64987,26413
64988,24739
64989,23070
64990,22034
64991,20468
64992,20259
64993,19926
64994,19922
64995,20176
64996,20344
64997,20805
64998,20442
64999,20071
65000,19891
65001,19831
65002,20093
65003,20519
65004,20844
65005,21126
65006,21496
65007,22168
65008,23306
65009,24337
65010,25142
65011,25632
65012,25904
65013,25687
65014,25599
65015,25588
65016,25522
65017,25074
65018,25053
65019,25196
65020,25093
65021,25359
65022,26190
65023,27519
65024,28861
65025,30130
65026,30973
65027,31475
65028,31901
65029,32432
65030,33119
65031,32925
65032,31828
65033,30805
65034,29405
65035,27896
65036,25950
65037,23974
65038,22689
65039,22156
65040,21829
65041,21892
65042,21690
65043,21550
65044,21377
65045,21191
65046,21189
65047,21388
65048,21243
65049,21554
65050,22594
65051,25265
65052,27759
65053,30938
65054,32797
65055,33639
65056,33582
65057,33795
65058,33611
65059,33195
65060,32779
65061,32417
65062,32106
65063,31531
65064,31137
65065,30462
65066,29853
65067,29401
65068,29265
65069,29766
65070,30423
65071,31053
65072,32008
65073,32594
65074,33051
65075,33462
65076,33749
65077,34139
65078,34967
65079,34229
65080,32771
65081,31610
65082,29642
65083,28384
65084,26227
65085,23455
65086,22454
65087,22135
65088,21549
65089,21307
65090,21215
65091,21032
65092,20754
65093,20562
65094,20522
65095,20573
65096,20553
65097,20795
65098,21352
65099,23679
65100,26123
65101,29569
65102,31395
65103,31970
65104,32039
65105,32430
65106,32224
65107,31701
65108,31415
65109,30841
65110,30170
65111,29985
65112,29060
65113,28959
65114,28897
65115,29036
65116,29038
65117,28886
65118,29708
65119,30541
65120,31451
65121,32355
65122,32859
65123,33002
65124,33310
65125,33798
65126,34397
65127,33761
65128,32348
65129,30980
65130,28936
65131,26790
65132,25005
65133,23368
65134,22094
65135,22016
65136,21450
65137,22031
65138,22008
65139,21897
65140,21527
65141,21458
65142,21480
65143,21401
65144,21643
65145,20582
65146,21367
65147,23613
65148,26200
65149,29185
65150,30449
65151,30941
65152,30600
65153,30411
65154,30154
65155,30036
65156,29586
65157,29618
65158,29517
65159,29232
65160,29160
65161,29130
65162,28965
65163,29374
65164,29586
65165,29807
65166,30320
65167,31134
65168,32084
65169,32893
65170,33360
65171,33334
65172,33407
65173,33977
65174,34815
65175,34040
65176,32710
65177,31325
65178,29480
65179,27669
65180,25690
65181,23711
65182,22388
65183,21322
65184,20943
65185,21051
65186,20992
65187,20879
65188,20942
65189,20860
65190,20923
65191,21009
65192,21217
65193,21469
65194,22641
65195,25185
65196,28034
65197,31444
65198,32999
65199,33611
65200,33720
65201,34182
65202,34320
65203,34180
65204,34215
65205,34254
65206,34151
65207,34475
65208,34485
65209,34419
65210,34137
65211,33885
65212,33675
65213,33511
65214,34205
65215,35355
65216,36314
65217,36567
65218,36342
65219,36114
65220,36179
65221,36028
65222,35941
65223,35262
65224,34112
65225,32375
65226,30312
65227,28224
65228,26092
65229,23997
65230,22643
65231,21629
65232,20836
65233,20831
65234,20958
65235,20748
65236,20499
65237,20302
65238,20082
65239,19943
65240,19998
65241,20091
65242,21142
65243,23567
65244,25529
65245,28554
65246,29887
65247,30138
65248,29414
65249,29158
65250,28749
65251,27939
65252,27611
65253,27719
65254,27931
65255,28061
65256,27995
65257,27735
65258,27278
65259,27402
65260,27523
65261,27146
65262,27753
65263,28690
65264,30083
65265,31031
65266,31748
65267,32268
65268,32745
65269,33586
65270,34280
65271,33830
65272,32717
65273,31567
65274,29931
65275,28133
65276,26413
65277,24789
65278,23553
65279,23070
65280,22625
65281,22594
65282,22608
65283,22251
65284,22076
65285,22008
65286,22066
65287,22088
65288,22042
65289,22118
65290,22263
65291,22266
65292,23217
65293,24851
65294,26523
65295,28425
65296,29485
65297,30499
65298,30797
65299,31186
65300,31245
65301,31390
65302,31260
65303,31165
65304,31220
65305,31004
65306,30610
65307,30382
65308,30261
65309,30311
65310,30391
65311,30952
65312,31894
65313,32752
65314,33024
65315,33273
65316,33340
65317,33665
65318,33769
65319,33202
65320,32199
65321,31435
65322,30266
65323,28808
65324,27347
65325,25915
65326,24579
65327,23513
65328,23085
65329,22967
65330,22828
65331,22386
65332,22000
65333,21652
65334,21494
65335,21565
65336,21449
65337,21630
65338,21644
65339,22383
65340,22868
65341,24508
65342,25256
65343,26300
65344,27842
65345,29370
65346,30389
65347,30659
65348,30399
65349,30037
65350,29255
65351,28596
65352,27845
65353,26908
65354,26018
65355,25582
65356,25226
65357,25537
65358,25870
65359,26885
65360,28685
65361,30227
65362,31361
65363,32433
65364,33078
65365,34127
65366,34819
65367,34202
65368,33044
65369,31662
65370,30068
65371,28510
65372,27007
65373,25271
65374,24257
65375,23408
65376,23003
65377,22853
65378,22782
65379,22332
65380,22031
65381,21938
65382,21918
65383,22037
65384,22195
65385,23035
65386,24050
65387,26761
65388,29629
65389,32891
65390,34323
65391,34782
65392,34191
65393,33965
65394,33314
65395,32284
65396,31508
65397,31029
65398,30902
65399,30877
65400,30716
65401,30428
65402,30278
65403,30427
65404,30522
65405,30689
65406,31613
65407,33068
65408,34347
65409,35651
65410,36661
65411,37374
65412,38175
65413,39038
65414,39430
65415,38321
65416,36801
65417,35448
65418,33453
65419,31491
65420,29005
65421,26769
65422,25189
65423,24685
65424,24259
65425,24408
65426,24476
65427,24236
65428,24016
65429,23873
65430,23674
65431,23700
65432,23939
65433,24480
65434,25663
65435,28021
65436,30594
65437,33251
65438,34658
65439,34830
65440,34109
65441,33823
65442,32751
65443,31460
65444,30626
65445,29812
65446,29346
65447,28883
65448,28588
65449,27982
65450,27530
65451,27564
65452,27595
65453,27752
65454,28825
65455,30443
65456,31936
65457,33549
65458,34531
65459,35361
65460,36207
65461,37358
65462,37516
65463,36294
65464,34652
65465,33133
65466,30950
65467,28831
65468,26464
65469,24592
65470,22954
65471,22527
65472,22284
65473,22093
65474,22254
65475,22034
65476,21767
65477,21665
65478,21638
65479,21661
65480,21724
65481,21958
65482,22819
65483,25616
65484,28471
65485,31555
65486,33015
65487,33354
65488,32737
65489,32672
65490,32010
65491,31221
65492,30946
65493,30416
65494,30181
65495,30039
65496,29655
65497,29323
65498,29043
65499,28999
65500,29064
65501,29495
65502,30654
65503,32248
65504,33704
65505,35123
65506,35826
65507,36129
65508,36429
65509,37368
65510,37328
65511,36709
65512,35594
65513,34353
65514,32215
65515,29956
65516,27751
65517,25824
65518,24346
65519,23012
65520,22270
65521,22290
65522,22380
65523,22115
65524,21732
65525,21803
65526,21809
65527,21545
65528,21577
65529,21979
65530,23232
65531,26181
65532,28968
65533,31654
65534,32911
65535,33250
65536,32632
65537,32491
65538,31842
65539,30799
65540,29936
65541,29292
65542,28893
65543,28633
65544,28385
65545,28193
65546,28062
65547,28144
65548,28312
65549,28706
65550,29967
65551,31450
65552,32965
65553,34404
65554,35577
65555,36376
65556,36710
65557,37701
65558,37866
65559,36875
65560,35873
65561,34185
65562,32178
65563,30156
65564,28038
65565,25810
65566,24607
65567,24578
65568,24317
65569,23830
65570,23967
65571,23699
65572,23433
65573,23209
65574,23194
65575,23072
65576,23174
65577,23474
65578,24252
65579,26464
65580,29365
65581,32561
65582,33864
65583,34311
65584,34010
65585,33824
65586,33246
65587,32447
65588,31824
65589,31361
65590,31036
65591,31013
65592,30623
65593,30258
65594,29945
65595,29639
65596,29350
65597,29454
65598,30154
65599,31264
65600,32513
65601,33819
65602,34881
65603,35728
65604,36481
65605,37581
65606,37201
65607,36230
65608,34964
65609,33723
65610,32225
65611,30514
65612,28566
65613,26754
65614,25228
65615,23853
65616,23069
65617,22710
65618,22819
65619,22586
65620,22260
65621,22502
65622,22437
65623,22600
65624,22446
65625,22153
65626,22475
65627,23915
65628,24687
65629,25724
65630,26961
65631,28049
65632,28403
65633,28667
65634,28257
65635,27627
65636,26606
65637,25738
65638,25056
65639,24601
65640,24117
65641,23647
65642,23157
65643,22775
65644,22835
65645,23001
65646,23687
65647,24847
65648,26593
65649,28642
65650,30272
65651,31391
65652,32151
65653,32804
65654,32565
65655,31822
65656,31145
65657,29983
65658,28778
65659,27493
65660,25910
65661,24180
65662,22911
65663,21879
65664,21206
65665,20662
65666,20526
65667,20407
65668,20402
65669,20967
65670,20736
65671,20641
65672,20647
65673,20761
65674,20989
65675,21346
65676,21553
65677,22337
65678,23474
65679,24668
65680,25861
65681,26710
65682,27211
65683,27348
65684,27199
65685,27537
65686,27917
65687,28036
65688,28013
65689,27697
65690,27281
65691,27178
65692,27323
65693,27779
65694,27969
65695,28758
65696,29788
65697,30913
65698,31733
65699,32356
65700,32797
65701,33559
65702,33266
65703,32966
65704,31664
65705,30542
65706,28829
65707,27077
65708,25172
65709,23342
65710,22304
65711,21703
65712,21411
65713,21601
65714,21685
65715,21680
65716,21888
65717,22343
65718,22208
65719,22219
65720,22425
65721,23189
65722,24462
65723,27095
65724,29855
65725,33394
65726,35167
65727,35646
65728,35057
65729,34863
65730,34062
65731,33231
65732,32694
65733,32652
65734,32571
65735,32609
65736,32369
65737,32206
65738,32193
65739,32208
65740,32250
65741,32156
65742,33089
65743,34414
65744,35590
65745,36495
65746,37326
65747,37919
65748,38689
65749,39082
65750,38359
65751,36832
65752,35031
65753,33332
65754,31272
65755,28936
65756,26824
65757,24715
65758,22823
65759,21990
65760,21439
65761,21326
65762,21393
65763,21783
65764,21854
65765,21886
65766,21606
65767,21523
65768,21490
65769,21736
65770,23186
65771,25736
65772,28338
65773,31382
65774,33148
65775,34203
65776,34111
65777,34211
65778,33983
65779,33119
65780,32888
65781,32610
65782,32406
65783,32191
65784,32092
65785,31620
65786,31265
65787,31312
65788,31009
65789,30917
65790,32031
65791,33672
65792,34707
65793,35863
65794,36504
65795,36996
65796,37874
65797,38552
65798,38309
65799,37243
65800,34690
65801,34535
65802,32602
65803,30381
65804,28568
65805,26647
65806,24898
65807,23801
65808,22978
65809,22469
65810,22565
65811,22484
65812,22960
65813,23148
65814,23150
65815,23071
65816,23353
65817,24266
65818,25636
65819,28032
65820,30929
65821,34208
65822,35510
65823,36061
65824,35922
65825,35784
65826,35437
65827,34788
65828,34427
65829,34019
65830,33709
65831,33671
65832,33198
65833,33971
65834,33606
65835,33292
65836,32832
65837,31612
65838,32236
65839,33372
65840,34429
65841,35751
65842,36658
65843,37165
65844,38245
65845,38903
65846,38501
65847,37187
65848,36051
65849,34611
65850,32524
65851,30332
65852,28209
65853,26292
65854,24726
65855,23377
65856,22975
65857,22914
65858,23090
65859,22959
65860,22761
65861,23124
65862,22961
65863,23206
65864,23412
65865,24030
65866,25133
65867,27382
65868,29772
65869,32984
65870,34529
65871,35247
65872,35031
65873,34834
65874,34579
65875,34761
65876,34553
65877,34537
65878,34105
65879,33575
65880,32887
65881,31839
65882,31074
65883,30589
65884,30463
65885,30086
65886,31028
65887,32489
65888,34048
65889,35588
65890,36494
65891,37534
65892,38871
65893,39646
65894,38903
65895,37708
65896,36480
65897,34916
65898,32895
65899,30878
65900,29030
65901,27211
65902,25603
65903,25262
65904,25037
65905,24563
65906,24501
65907,24304
65908,23959
65909,23589
65910,23391
65911,23380
65912,23546
65913,24547
65914,25768
65915,27439
65916,30388
65917,33967
65918,35869
65919,36503
65920,36299
65921,36271
65922,36034
65923,35652
65924,35217
65925,34654
65926,34105
65927,34088
65928,33559
65929,33128
65930,32881
65931,32914
65932,32995
65933,33114
65934,33895
65935,34788
65936,35753
65937,36722
65938,37246
65939,37706
65940,38381
65941,38172
65942,37238
65943,36448
65944,35242
65945,34013
65946,32348
65947,30677
65948,29045
65949,27161
65950,25776
65951,25412
65952,25059
65953,24289
65954,24273
65955,23812
65956,23279
65957,22811
65958,22519
65959,22411
65960,22216
65961,22358
65962,22788
65963,23870
65964,24446
65965,25982
65966,27486
65967,29264
65968,30586
65969,31950
65970,32438
65971,32703
65972,32684
65973,32629
65974,32404
65975,32163
65976,31552
65977,31143
65978,30550
65979,30292
65980,30056
65981,30082
65982,30225
65983,30788
65984,31726
65985,32772
65986,33560
65987,33982
65988,34706
65989,34826
65990,34421
65991,33368
65992,32425
65993,30976
65994,29714
65995,28678
65996,27443
65997,25847
65998,24533
65999,23686
66000,23176
66001,22930
66002,23221
66003,23223
66004,22883
66005,22717
66006,22576
66007,22356
66008,22367
66009,22367
66010,22618
66011,23370
66012,24219
66013,25056
66014,25287
66015,26041
66016,26635
66017,27240
66018,27462
66019,27614
66020,27337
66021,27123
66022,26752
66023,26486
66024,26126
66025,25659
66026,25394
66027,25677
66028,26084
66029,26860
66030,27601
66031,28842
66032,30095
66033,31243
66034,32107
66035,32706
66036,33874
66037,34006
66038,32995
66039,32395
66040,31094
66041,29855
66042,28253
66043,26621
66044,24620
66045,22689
66046,21375
66047,20556
66048,20073
66049,20288
66050,20797
66051,20733
66052,20748
66053,20957
66054,20708
66055,20853
66056,21246
66057,22116
66058,23378
66059,26066
66060,28988
66061,32375
66062,33965
66063,34754
66064,34540
66065,34411
66066,34033
66067,33476
66068,32902
66069,32691
66070,32572
66071,32539
66072,32611
66073,32297
66074,32072
66075,32141
66076,32011
66077,32010
66078,32750
66079,34140
66080,35283
66081,36270
66082,36835
66083,37530
66084,38155
66085,37815
66086,36964
66087,35586
66088,34178
66089,32940
66090,31236
66091,30503
66092,28173
66093,24166
66094,22746
66095,21985
66096,21365
66097,21087
66098,21223
66099,21263
66100,21217
66101,21569
66102,21376
66103,21292
66104,21444
66105,22152
66106,23358
66107,26159
66108,29067
66109,32495
66110,33731
66111,33497
66112,32668
66113,32443
66114,31559
66115,31109
66116,30225
66117,30204
66118,29890
66119,29721
66120,29364
66121,28982
66122,28785
66123,28925
66124,29134
66125,29032
66126,30305
66127,31519
66128,33322
66129,34759
66130,35874
66131,36499
66132,37909
66133,38386
66134,37609
66135,36335
66136,34882
66137,33472
66138,31677
66139,29708
66140,27592
66141,25754
66142,24297
66143,23368
66144,23080
66145,23002
66146,23185
66147,22985
66148,22894
66149,22937
66150,22854
66151,22854
66152,23036
66153,23940
66154,25152
66155,27330
66156,30061
66157,33096
66158,34217
66159,34351
66160,33720
66161,33459
66162,32783
66163,31708
66164,31073
66165,30713
66166,30314
66167,29650
66168,29336
66169,28912
66170,28664
66171,28722
66172,28749
66173,29278
66174,30582
66175,32057
66176,33671
66177,34936
66178,35723
66179,36344
66180,37999
66181,38180
66182,37048
66183,35679
66184,34175
66185,32763
66186,30741
66187,28800
66188,27050
66189,25212
66190,23725
66191,22976
66192,22548
66193,22312
66194,22516
66195,22892
66196,22665
66197,22440
66198,22167
66199,22209
66200,22386
66201,23062
66202,24127
66203,26287
66204,28787
66205,32226
66206,33801
66207,34291
66208,33652
66209,33572
66210,33074
66211,32378
66212,32116
66213,32210
66214,32276
66215,32593
66216,32372
66217,32038
66218,31920
66219,32591
66220,32473
66221,32245
66222,33085
66223,34372
66224,35217
66225,35615
66226,36392
66227,37184
66228,37875
66229,37952
66230,36737
66231,34894
66232,34427
66233,33252
66234,31299
66235,29392
66236,27308
66237,25684
66238,24284
66239,22968
66240,22331
66241,22328
66242,23128
66243,22665
66244,22056
66245,21563
66246,21019
66247,20689
66248,20584
66249,21164
66250,22156
66251,24272
66252,26632
66253,29999
66254,31602
66255,32429
66256,32250
66257,32538
66258,32690
66259,32898
66260,32697
66261,32688
66262,33060
66263,33101
66264,32743
66265,32093
66266,31754
66267,31391
66268,31336
66269,31221
66270,31859
66271,32688
66272,33550
66273,34541
66274,34775
66275,35559
66276,36091
66277,35543
66278,34533
66279,33351
66280,31871
66281,30634
66282,29021
66283,27360
66284,25740
66285,24147
66286,23316
66287,22706
66288,22362
66289,22204
66290,22379
66291,22035
66292,21815
66293,21352
66294,21164
66295,20939
66296,21046
66297,21312
66298,21704
66299,22262
66300,23020
66301,24614
66302,25916
66303,27620
66304,28742
66305,29587
66306,29946
66307,30106
66308,29917
66309,29635
66310,29247
66311,28650
66312,28175
66313,27812
66314,27518
66315,27370
66316,27108
66317,27150
66318,27325
66319,27889
66320,28786
66321,30194
66322,31329
66323,32432
66324,33000
66325,31875
66326,30434
66327,29350
66328,28565
66329,27395
66330,26349
66331,25115
66332,24119
66333,22804
66334,21938
66335,21869
66336,21680
66337,21679
66338,21685
66339,21325
66340,20709
66341,20425
66342,20292
66343,20287
66344,20457
66345,20770
66346,21097
66347,21645
66348,22489
66349,23716
66350,24777
66351,26113
66352,27593
66353,28910
66354,29637
66355,30591
66356,31034
66357,31415
66358,31905
66359,32732
66360,33106
66361,32480
66362,31930
66363,31677
66364,31541
66365,31598
66366,31924
66367,32795
66368,33794
66369,34892
66370,35775
66371,36697
66372,37082
66373,36729
66374,35623
66375,34501
66376,33331
66377,31751
66378,30028
66379,28652
66380,26925
66381,25203
66382,24431
66383,24241
66384,23657
66385,23415
66386,23519
66387,23377
66388,23147
66389,22976
66390,22910
66391,22801
66392,22961
66393,23554
66394,24671
66395,26720
66396,29801
66397,33929
66398,36236
66399,37349
66400,37326
66401,37993
66402,38254
66403,38067
66404,37888
66405,37766
66406,37599
66407,37594
66408,37451
66409,37330
66410,36948
66411,37025
66412,36824
66413,36589
66414,37151
66415,38348
66416,39192
66417,40103
66418,40669
66419,41463
66420,41820
66421,41272
66422,40314
66423,38746
66424,37015
66425,35111
66426,33146
66427,31131
66428,29150
66429,27024
66430,25719
66431,24853
66432,24649
66433,24820
66434,24794
66435,24700
66436,24394
66437,24066
66438,23763
66439,23749
66440,24022
66441,24654
66442,25773
66443,28343
66444,31255
66445,33845
66446,35139
66447,35884
66448,35567
66449,36039
66450,36099
66451,36930
66452,36579
66453,36523
66454,36197
66455,35565
66456,35090
66457,34522
66458,34187
66459,34210
66460,34060
66461,33623
66462,34452
66463,35813
66464,37161
66465,37851
66466,38388
66467,39487
66468,40288
66469,39762
66470,39070
66471,37561
66472,35987
66473,34302
66474,32349
66475,30738
66476,28694
66477,26117
66478,25165
66479,24726
66480,24246
66481,24137
66482,24519
66483,24308
66484,23940
66485,23805
66486,23669
66487,23802
66488,23875
66489,24410
66490,25671
66491,28948
66492,31951
66493,35513
66494,37569
66495,37549
66496,37428
66497,37534
66498,37232
66499,37327
66500,37183
66501,37563
66502,37232
66503,37223
66504,37029
66505,35887
66506,35560
66507,35128
66508,35037
66509,35287
66510,35996
66511,36899
66512,38016
66513,39181
66514,40044
66515,40826
66516,41836
66517,41675
66518,40622
66519,39191
66520,37553
66521,35923
66522,33850
66523,31833
66524,29697
66525,27798
66526,26540
66527,25686
66528,25263
66529,25515
66530,25738
66531,25657
66532,25255
66533,25099
66534,24790
66535,24885
66536,25084
66537,25737
66538,26722
66539,29006
66540,31855
66541,35691
66542,37565
66543,38343
66544,37469
66545,37208
66546,36668
66547,35846
66548,34952
66549,34295
66550,33882
66551,33658
66552,33342
66553,33112
66554,32821
66555,33072
66556,33321
66557,33602
66558,34492
66559,35533
66560,36964
66561,38298
66562,39357
66563,40471
66564,41415
66565,41117
66566,40507
66567,39398
66568,38010
66569,36224
66570,34272
66571,31991
66572,29665
66573,27433
66574,25944
66575,24991
66576,24220
66577,24329
66578,24986
66579,24763
66580,24384
66581,23976
66582,23725
66583,23683
66584,23827
66585,24864
66586,26023
66587,28350
66588,31284
66589,34210
66590,35781
66591,37115
66592,36962
66593,36335
66594,35565
66595,34958
66596,34509
66597,34054
66598,33511
66599,33174
66600,32430
66601,31501
66602,31101
66603,31105
66604,31274
66605,31600
66606,32559
66607,34296
66608,35832
66609,36996
66610,37921
66611,39233
66612,39907
66613,39151
66614,38124
66615,37370
66616,36146
66617,34475
66618,32662
66619,30949
66620,29082
66621,27213
66622,25629
66623,24287
66624,23558
66625,23726
66626,24607
66627,24406
66628,23899
66629,23371
66630,23030
66631,22849
66632,22904
66633,23170
66634,23577
66635,24476
66636,24927
66637,26830
66638,28191
66639,29655
66640,30403
66641,30848
66642,30506
66643,30064
66644,29400
66645,28918
66646,28144
66647,27498
66648,26813
66649,26314
66650,25787
66651,25402
66652,25500
66653,25885
66654,26672
66655,27923
66656,29498
66657,31307
66658,32548
66659,34141
66660,35089
66661,34543
66662,33555
66663,32293
66664,31314
66665,30288
66666,29223
66667,28120
66668,26969
66669,25453
66670,23994
66671,22922
66672,22408
66673,22414
66674,22519
66675,22600
66676,22383
66677,21897
66678,21581
66679,21253
66680,21158
66681,21326
66682,21459
66683,22218
66684,23020
66685,23579
66686,24037
66687,25499
66688,26393
66689,27007
66690,27159
66691,27123
66692,26909
66693,26703
66694,26311
66695,26208
66696,26019
66697,25676
66698,25399
66699,25440
66700,25731
66701,26694
66702,27834
66703,29251
66704,30699
66705,31902
66706,32879
66707,34100
66708,34519
66709,33945
66710,33159
66711,32218
66712,31368
66713,30090
66714,28637
66715,27393
66716,25839
66717,24185
66718,23343
66719,22666
66720,22095
66721,22222
66722,22659
66723,22392
66724,22080
66725,21875
66726,21695
66727,21546
66728,21549
66729,22207
66730,23666
66731,26219
66732,29067
66733,32891
66734,35119
66735,36650
66736,36527
66737,36040
66738,35107
66739,34146
66740,33206
66741,32442
66742,31743
66743,31493
66744,30960
66745,30654
66746,30370
66747,30431
66748,30564
66749,31070
66750,31932
66751,33149
66752,34848
66753,36633
66754,37805
66755,39375
66756,39909
66757,39393
66758,38484
66759,37050
66760,35369
66761,33709
66762,31645
66763,29730
66764,27543
66765,25426
66766,23604
66767,22655
66768,21871
66769,21857
66770,22244
66771,22112
66772,21760
66773,21378
66774,21174
66775,21278
66776,21375
66777,22055
66778,23158
66779,25627
66780,28065
66781,31515
66782,33442
66783,34417
66784,34674
66785,34749
66786,34273
66787,33562
66788,32744
66789,32319
66790,31778
66791,31340
66792,31099
66793,30856
66794,30714
66795,31000
66796,31403
66797,31790
66798,32876
66799,34011
66800,35379
66801,36883
66802,37919
66803,39070
66804,39198
66805,38756
66806,37855
66807,36460
66808,34626
66809,32689
66810,30819
66811,29079
66812,27013
66813,25214
66814,23991
66815,23172
66816,22798
66817,22717
66818,23096
66819,23337
66820,23047
66821,22399
66822,22210
66823,22081
66824,22184
66825,22856
66826,23906
66827,26205
66828,28666
66829,32600
66830,34837
66831,35923
66832,36112
66833,36030
66834,35402
66835,34219
66836,33553
66837,33096
66838,32486
66839,32145
66840,31943
66841,32628
66842,32616
66843,32452
66844,32611
66845,32312
66846,33099
66847,34249
66848,35683
66849,37342
66850,38681
66851,40248
66852,40514
66853,39681
66854,38980
66855,37758
66856,36253
66857,34745
66858,32752
66859,30742
66860,28727
66861,27285
66862,26407
66863,25595
66864,24810
66865,24746
66866,24941
66867,24936
66868,24554
66869,24366
66870,24130
66871,23855
66872,23922
66873,24422
66874,25580
66875,28310
66876,30919
66877,35634
66878,37333
66879,37357
66880,37348
66881,37176
66882,36763
66883,36137
66884,35582
66885,35262
66886,35029
66887,35075
66888,34713
66889,35137
66890,35076
66891,35367
66892,35471
66893,35914
66894,36447
